10544
9	15677	0
16	18282	2
34	11092	2
61	36554	0
14347	38381	3
38382	20042	2
92	25458	6
92	34124	6
92	33896	2
92	1376	6
92	13695	6
92	6239	6
92	38383	6
92	9624	6
92	12959	6
160	20454	8
166	24172	0
166	24329	6
270	5180	0
270	28061	3
300	10369	9
311	26818	6
323	19021	6
337	27816	0
38384	19682	0
38384	11899	3
414	12076	0
414	21504	2
38385	2305	0
433	31555	5
433	13218	5
433	21057	5
433	5003	5
492	26812	4
38386	35326	0
38386	37179	3
38386	15527	6
512	24421	1
518	13448	4
522	2407	4
530	13658	3
532	28841	0
549	26927	2
583	30362	2
583	27377	2
38387	22397	0
656	10251	1
661	23060	0
661	12133	2
661	16721	2
672	21722	0
465	6550	5
711	2825	4
713	2841	1
752	235	3
758	8267	9
758	11491	9
865	12399	0
896	24010	5
896	13531	5
911	5829	0
911	17808	3
911	1521	6
918	28936	1
938	10904	0
956	7741	6
956	22163	6
980	21258	2
980	13018	2
980	17889	2
980	6581	2
980	3279	2
980	23659	2
980	20433	2
980	11865	2
1024	7945	0
1044	698	1
1055	9941	2
1067	4484	2
1071	26426	3
1102	23869	6
1102	30054	6
1102	27146	6
1102	37228	6
1102	9824	6
29632	38191	0
6542	31807	0
1165	32017	2
1168	38331	3
1183	26711	0
1186	14407	6
1195	1140	2
38389	26265	3
1202	18060	2
1202	12904	2
1202	37668	2
1202	35676	2
1202	29300	2
1256	574	2
38271	30411	0
1287	15944	2
1306	20593	0
1330	15705	3
1333	35721	3
1365	9035	0
1372	7088	2
717	16499	3
717	36124	6
717	24703	6
717	8678	6
717	20378	6
717	1765	6
717	37435	6
717	1412	6
717	13308	6
717	12846	6
717	15060	6
1441	5842	0
1507	36390	2
1516	10623	0
1518	34985	0
1518	23122	3
1520	17451	0
1524	29503	0
1532	6680	6
1538	1313	4
1542	6194	5
1542	31385	9
1590	34391	2
1590	30167	2
1599	26288	3
1614	11141	0
1614	16127	1
738	17868	2
1635	7789	5
1680	17323	2
1688	7872	4
1703	32623	2
1711	59	6
1711	24798	6
1730	17551	4
1738	10095	0
1742	32915	1
1748	1390	3
1752	7327	0
1805	25556	0
1840	11788	0
38265	31652	0
1872	16678	4
1878	37042	6
38391	19451	0
1907	28091	3
1909	31458	0
1938	8032	0
1938	34135	2
30963	16644	8
30963	11848	1
1958	19020	0
1958	20096	3
1959	13375	2
1959	13654	2
12131	23840	0
1992	3987	0
1734	27443	2
38394	3919	0
2025	18472	0
2050	4260	8
2062	25967	4
2087	15013	0
2099	10334	2
2125	26373	0
2128	32509	0
2131	8255	8
2131	11200	5
2131	22563	5
2151	1583	2
1970	4149	2
1970	32783	2
1669	28012	0
1669	10389	6
2194	4710	2
2239	25343	6
2268	35550	4
2277	28349	6
2282	23675	4
481	17681	0
2305	2149	8
2329	38395	0
547	15973	2
547	29530	2
2347	37382	0
38396	14411	4
35072	17164	4
2392	22590	3
2395	2775	1
2200	11728	2
2200	2544	2
2200	37937	2
2422	10355	2
2436	9481	9
2471	2757	2
2492	25885	1
2494	34970	4
2519	20302	9
2519	20554	9
2519	10905	9
2580	28937	5
38251	35146	0
2612	3451	3
1485	22333	5
1485	17892	5
2624	21182	6
2642	5450	5
2664	768	2
2670	16549	9
2670	9199	9
2690	25146	3
2692	1590	6
2698	38216	0
2725	38395	0
751	4789	5
2736	28040	4
2736	19105	5
33805	17001	8
2754	9336	5
2768	8366	0
2778	33806	4
2783	22965	0
2791	28806	6
2801	20583	0
2808	8658	3
2810	26973	2
2814	2407	3
2250	26412	4
2250	33222	3
2250	4812	5
2250	13352	5
2844	6468	0
2888	1003	0
2891	23701	6
2924	698	4
2943	25826	0
25730	24422	0
38400	31546	4
2961	6325	0
2965	21882	2
2974	20644	2
2974	28389	2
2982	16297	0
2985	37437	6
38401	36708	3
3021	22799	4
3021	18823	6
690	23168	3
690	1618	2
690	5733	9
3102	37236	2
3136	19403	3
3144	2770	2
3144	11035	2
3150	31477	2
3166	1971	9
3208	22089	0
3223	23804	6
3230	27814	0
3230	13387	2
3230	35406	2
3230	1392	2
1289	38403	2
3288	905	0
3301	9526	0
3301	21283	2
38404	20496	2
38404	33001	2
3364	30961	2
3441	7168	0
3441	24682	2
3451	31230	0
3453	30299	0
3468	19427	8
3470	33528	0
3470	17820	3
27521	17755	1
38406	31941	0
3527	34811	2
3527	14834	2
520	34616	2
520	34354	2
520	23167	2
520	11293	2
520	27925	2
520	37327	2
520	15289	2
520	22309	2
520	11023	2
520	7543	2
520	37589	2
520	30233	2
520	1139	2
520	974	2
520	33017	2
520	8696	2
520	24076	2
520	2355	2
520	26651	2
520	35293	2
520	5244	2
520	13743	2
3708	2216	0
3717	7722	0
3746	32775	4
3764	3015	0
3764	36488	6
3764	21721	6
3774	32507	6
3774	8202	6
3774	24970	6
3788	20384	0
3440	38411	2
3440	12417	2
3440	23003	2
3205	24464	2
3832	35173	2
3859	8731	2
3873	11306	6
3878	19371	3
3891	7015	4
3924	27776	0
3926	29079	5
3938	14399	8
3941	20962	3
1247	35224	2
1247	23065	2
38412	20032	3
2313	3296	2
4041	32438	1
4092	7921	4
4092	7373	2
4092	833	2
4092	34761	5
4092	17857	5
4142	34438	3
4168	33677	6
3477	11089	6
4216	38413	0
4216	13778	2
4237	9056	3
4273	21829	0
4280	13083	4
37772	22760	0
4364	22496	0
4382	26944	0
